FECHA	HORA	PM2.5	PM1	SO2	CO	NO	NO2	PM10	NOx	O3	Veloc.	Direc.
02/11/2015	10			3	0.1	2	8		9	59	2	167
02/11/2015	11			3	0.1	3	34		38	32	0.7	178
02/11/2015	12			3	0.1					39	0.6	185
02/11/2015	13			3	0.1	3	23		28	46	0.6	214
02/11/2015	14			3	0.1	3	21		25	57	0.9	211
02/11/2015	15			3	0.1	3	21		25	59	0.6	233
02/11/2015	16			3	0.1	3	27		31	53	0.5	234
02/11/2015	17			3	0.1	3	41		45	39	0.7	244
02/11/2015	18			3	0.1	26	93		132	10	0.4	240
02/11/2015	19			3	0.1	26	86		125	10	0.9	218
02/11/2015	20			3	0.1	4	56		62	25	0.7	240
02/11/2015	21			3	0.1	3	55		59	30	0.6	258
02/11/2015	22			3	0.1	3	45		49	36	0.9	236
02/11/2015	23			3	0.1	3	42		46	38	0.2	262
03/11/2015	00			3	0.1					40	0.3	291
03/11/2015	01			3	0.1	2	28		31	33	0.1	256
03/11/2015	02			3	0.1	2	32		34	28	0.6	271
03/11/2015	03			3	0.1	2	28		31	28	0.6	249
03/11/2015	04			3	0.1	2	31		33	26	0.4	246
03/11/2015	05			3	0.1	2	34		36	20	0.3	272
03/11/2015	06			3	0.1	6	55		64	5	0.3	252
03/11/2015	07			3	0.1	25	65		103	4	0.2	300
03/11/2015	08			4	0.3	88	72		205	6	0.2	294
03/11/2015	09			4	0.3	87	81		215	10	0.3	279
03/11/2015	10			3	0.1	25	66		105	22	0.7	230
03/11/2015	11			3	0.1	12	40		57	40	0.9	221
03/11/2015	12			3	0.1					44	0.4	121
03/11/2015	13			3	0.1	10	39		55	43	0.6	52
03/11/2015	14			3	0.1	20	66		96	31	1.1	111
03/11/2015	15			3	0.1	28	87		130	16	0.6	102
03/11/2015	16			3	0.1	8	63		76	32	0.4	221
03/11/2015	17			3	0.1	4	56		61	36	0.3	217
03/11/2015	18			3	0.1	3	68		72	26	0.5	227
03/11/2015	19			3	0.1	18	82		109	14	1	236
03/11/2015	20			3	0.2	37	90		147	4	0.4	243
03/11/2015	21			3	0.2	20	76		106	4	0.8	223
03/11/2015	22			3	0.2	25	67		105	8	0.9	245
03/11/2015	23			3	0.2	23	70		106	6	0.2	316
04/11/2015	00			3	0.1					14	0.2	297
04/11/2015	01			3	0.1	3	46		50	13	0.3	220
04/11/2015	02			3	0.1	10	49		64	8	0.2	312
04/11/2015	03			3	0.1	2	28		31	21	0.2	281
04/11/2015	04			3	0.1	2	23		24	24	0.2	251
04/11/2015	05			3	0.1	2	31		32	19	0.5	245
04/11/2015	06			3	0.1	3	38		42	15	0.8	246
04/11/2015	07			3	0.1	17	57		84	5	0.5	309
04/11/2015	08			3	0.1	40	68		129	7	0.7	262
04/11/2015	09			3	0.1	35	65		118	14	0.5	292
04/11/2015	10			3	0.1	17	53		78	24	0.5	264
04/11/2015	11			3	0.1	12	41		59	31	0.9	251
04/11/2015	12			3	0.1					36	0.8	226
04/11/2015	13			3	0.1	8	29		41	39	0.6	187
04/11/2015	14			3	0.1	4	14		19	54	1.4	218
04/11/2015	15			3	0.1	4	22		28	49	0.5	166
04/11/2015	16			3	0.1	4	31		37	45	1.3	215
04/11/2015	17			3	0.1	3	38		42	36	2.2	221
04/11/2015	18			3	0.1	2	39		42	40	0.7	244
04/11/2015	19			3	0.1	2	42		46	36	0.5	243
04/11/2015	20			3	0.2	23	81		116	15	0.5	247
04/11/2015	21			3	0.3	43	92		158	5	0.2	21
04/11/2015	22			3	0.3	55	89		174	6	0.2	262
04/11/2015	23			4	0.3	52	79		158	5	0.2	269
05/11/2015	00			3	0.1					10	0.2	200
05/11/2015	01			3	0.1	2	39		40	19	0.3	102
05/11/2015	02			3	0.1	2	27		27	37	0.4	237
05/11/2015	03			3	0.1	2	18		20	36	0.3	199
05/11/2015	04			3	0.1	2	19		19	37	0.5	249
05/11/2015	05			3	0.1	2	20		21	36	0.5	246
05/11/2015	06			3	0.1	2	32		33	25	0.3	211
05/11/2015	07			3	0.1	17	60		85	5	0.3	232
05/11/2015	08			3	0.2	101	77		232	6	0.9	229
05/11/2015	09			3	0.2	45	69		137	11	0.6	244
05/11/2015	10			3	0.2	35	68		120	19	0.3	270
05/11/2015	11			3	0.1	10	48		63	34	0.4	265
05/11/2015	12			3	0.1					47	1.1	234
05/11/2015	13			3	0.1	6	21		29	51	0.7	153
05/11/2015	14			3	0.1	5	26		34	53	1.6	96
05/11/2015	15			3	0.1	5	35		43	46	1.3	107
05/11/2015	16			3	0.1	3	32		36	48	1.1	225
05/11/2015	17			3	0.1	2	49		52	35	1.1	221
05/11/2015	18			3	0.1	6	73		82	11	0.6	226
05/11/2015	19			3	0.2	17	78		103	13	0.5	353
05/11/2015	20			3	0.1	4	63		70	18	1.1	27
05/11/2015	21			3	0.1	3	57		61	23	0.8	37
05/11/2015	22			3	0.1	3	62		65	22	0.3	356
05/11/2015	23			3	0.4	32	89		138	6	0.2	303
06/11/2015	00			3	0.3					6	0.3	235
06/11/2015	01			3	0.3	13	73		93	5	0.3	315
06/11/2015	02			3	0.2	27	64		104	5	0.5	215
06/11/2015	03			3	0.1	28	59		102	4	0.2	227
06/11/2015	04			3	0.1	21	48		80	3	0.3	127
06/11/2015	05			3	0.1	36	47		101	4	0.2	199
06/11/2015	06			3	0.1	50	42		118	5	0.2	147
06/11/2015	07			3	0.2	54	55		138	4	0.2	287
06/11/2015	08			3	0.3	114	70		245	6	0.2	238
06/11/2015	09			3	0.4	118	80		260	8	0.2	281
06/11/2015	10			3	0.3	75	80		196	11	0.3	123
06/11/2015	11			3	0.1	48	68		141	14	0.8	109
06/11/2015	12			3	0.1					19	1.2	86
06/11/2015	13			3	0.1	25	56		95	24	0.9	98
06/11/2015	14			3	0.1	18	49		77	27	1.4	94
06/11/2015	15			3	0.1	8	43		55	40	1.5	87
06/11/2015	16			3	0.1	4	38		44	49	1.1	91
06/11/2015	17			3	0.1	3	48		52	47	0.5	109
06/11/2015	18			3	0.1	2	63		65	38	0.3	82
06/11/2015	19			3	0.1	2	41		43	54	0.3	53
06/11/2015	20			3	0.1	2	70		74	37	0.2	25
06/11/2015	21			3	0.3	15	107		130	15	0.2	23
06/11/2015	22			3	0.4	25	106		144	14	0.2	39
06/11/2015	23			3	0.5	129	107		305	15	0.2	48
07/11/2015	00			3	0.7					15	0.1	357
07/11/2015	01			3	0.4	78	65		186	12	0.1	355
07/11/2015	02			3	0.4	48	60		133	10	0.1	285
07/11/2015	03			3	0.1	7	50		61	8	0.2	281
07/11/2015	04			3	0.1	5	43		51	7	0.2	60
07/11/2015	05			3	0.1	10	40		56	6	0.3	106
07/11/2015	06			3	0.1	29	40		85	6	0.9	225
07/11/2015	07			3	0.1	16	46		71	5	0.7	227
07/11/2015	08			3	0.1	30	49		94	7	0.6	246
07/11/2015	09			3	0.1	25	46		84	12	0.5	246
07/11/2015	10			3	0.1	21	46		77	19	0.6	243
07/11/2015	11			3	0.1	12	38		56	29	0.4	228
07/11/2015	12			3	0.1					45	0.5	217
07/11/2015	13			3	0.1	4	31		37	55	0.6	212
07/11/2015	14			3	0.1	7	47		58	50	0.8	149
07/11/2015	15			3	0.1	4	42		49	62	1.6	115
07/11/2015	16			3	0.1	4	50		56	51	0.6	215
07/11/2015	17			3	0.1	2	28		30	75	0.4	203
07/11/2015	18			3	0.1	2	46		47	61	0.2	149
07/11/2015	19			3	0.1	3	63		67	44	0.3	56
07/11/2015	20			3	0.2	4	80		85	33	0.3	42
07/11/2015	21			3	0.3	8	91		103	22	0.3	21
07/11/2015	22			3	0.3	5	76		83	31	0.3	18
07/11/2015	23			3	0.3	5	80		87	24	0.2	352
08/11/2015	00			3	0.4					14	0.1	357
08/11/2015	01			3	0.4	47	72		144	14	0.1	290
08/11/2015	02			3	0.2	4	56		61	29	0.2	309
08/11/2015	03			3	0.1	4	53		58	18	0.2	348
08/11/2015	04			3	0.1	2	51		54	13	0.2	352
08/11/2015	05			3	0.1	3	45		50	10	0.3	331
08/11/2015	06			3	0.1	4	43		49	9	0.2	335
08/11/2015	07			3	0.1	6	42		51	11	0.3	345
08/11/2015	08			3	0.1	11	45		61	11	0.3	293
08/11/2015	09			3	0.1	12	41		59	17	0.3	277
08/11/2015	10			3	0.1	8	38		50	33	0.4	265
08/11/2015	11			3	0.1	4	26		31	53	0.5	203
08/11/2015	12			3	0.1					66	1	194
08/11/2015	13			3	0.1	2	10		12	77	1.5	232
08/11/2015	14			3	0.1	2	7		9	77	0.8	171
08/11/2015	15			3	0.1	2	15		18	75	1.3	136
08/11/2015	16			3	0.1	2	15		18	72	1.1	111
08/11/2015	17			3	0.1	8	50		62	51	0.5	159
08/11/2015	18			3	0.1	2	48		51	51	0.3	146
08/11/2015	19			3	0.1	2	73		76	31	0.2	193
08/11/2015	20			3	0.1	2	69		72	32	0.2	206
08/11/2015	21			3	0.2	6	71		80	30	0.2	257
08/11/2015	22			3	0.3	30	108		154	11	0.2	355
08/11/2015	23			3	0.3	15	97		120	11	0.2	356
09/11/2015	00			3	0.3					10	0.2	318
09/11/2015	01			3	0.1	2	48		50		0.4	305
09/11/2015	02			3	0.1	2	28		30		0.5	243
09/11/2015	03			3	0.1	2	22		23		0.4	314
09/11/2015	04			3	0.1	2	18		19		0.3	257
09/11/2015	05			3	0.1	2	27		29		0.2	248
09/11/2015	06			3	0.1	5	46		53		0.5	235
09/11/2015	07			3	0.2	39	64		124		0.2	285
09/11/2015	08			3	0.3	68	74		178		0.2	301
09/11/2015	09			3	0.2	54	75		158		0.5	267
09/11/2015	10			3	0.1	27	60		102		0.4	10
09/11/2015	11			3	0.1	13	50		71		0.5	177
09/11/2015	12			3	0.1						1.4	106
09/11/2015	13			3	0.1	11	40		56		2.4	109
09/11/2015	14			3	0.1	9	43		57		1.3	115
09/11/2015	15			3	0.1	5	31		39		1.8	117
09/11/2015	16			3	0.1	4	33		39		0.8	133
09/11/2015	17			3	0.1	2	33		37		0.5	135
09/11/2015	18			3	0.1	2	57		59		0.1	238
09/11/2015	19			3	0.1	2	60		63		0.2	238
09/11/2015	20			3	0.2	25	96		133		0.4	243
09/11/2015	21			3	0.3	31	93		141		0.2	265
09/11/2015	22			3	0.2	8	75		87		0.2	260
09/11/2015	23			3	0.1	32	73		122		0.3	237
10/11/2015	00			3	0.1						0.3	197
10/11/2015	01			3	0.1	30	52		98		0.4	229
10/11/2015	02			3	0.1	22	53		87		0.4	253
10/11/2015	03			3	0.1	14	48		70		0.2	249
10/11/2015	04			3	0.1	11	44		61		0.3	209
10/11/2015	05			3	0.1	18	44		71		0.6	229
10/11/2015	06			3	0.1	9	48		62		0.7	241
10/11/2015	07			6	0.1	44	55		123		0.5	242
10/11/2015	08			10	0.2	112	72		244		0.7	228
10/11/2015	09			9	0.3	122	82		268		0.6	240
10/11/2015	10			6	0.2	84	83		211		0.4	268
10/11/2015	11			4	0.1	63	82		179		0.4	234
10/11/2015	12			3	0.1						0.8	222
10/11/2015	13			3	0.1	19	65		95		0.8	174
10/11/2015	14			3	0.1	6	29		38		0.7	161
10/11/2015	15			3	0.1	5	31		39		1	149
10/11/2015	16			3	0.1	4	33		39		0.8	171
10/11/2015	17			3	0.1	2	35		39		0.6	127
10/11/2015	18			3	0.1	3	60		64		0.2	38
10/11/2015	19			3	0.3	37	121		178		0.3	42
10/11/2015	20			3	0.3	27	112		155		0.3	13
10/11/2015	21			3	0.3	21	105		138		0.3	354
10/11/2015	22			3	0.4	43	104		171		0.2	344
10/11/2015	23			3	0.3	45	101		170		0.2	356
11/11/2015	00			3	0.2						0.1	332
11/11/2015	01			3	0.1	2	56		57		0.2	301
11/11/2015	02			3	0.1	2	46		47		0.2	247
11/11/2015	03			3	0.1	6	41		49		0.9	235
11/11/2015	04			3	0.1	6	50		58		1.1	228
11/11/2015	05			3	0.1	2	48		48		0.2	230
11/11/2015	06			5	0.1	29	52		96		0.2	226
11/11/2015	07			10	0.3	98	62		211		0.2	218
11/11/2015	08			14	0.5	252	81		467		0.2	124
11/11/2015	09			12	0.6	202	89		398		0.3	81
11/11/2015	10			5	0.3	43	69		134		0.6	46
11/11/2015	11			4	0.1	15	51		75		1	67
11/11/2015	12			4	0.1						1.3	77
11/11/2015	13			3	0.1	5	34		42		1.1	97
11/11/2015	14			3	0.1	25	68		107		1.1	100
11/11/2015	15			3	0.1	26	88		128		1.2	108
11/11/2015	16			3	0.1	6	58		66		1.6	118
11/11/2015	17			3	0.1	2	32		34		0.8	132
11/11/2015	18			3	0.1	2	52		53		0.2	157
11/11/2015	19			3	0.1	2	70		72		0.2	155
11/11/2015	20			3	0.4	83	123		250		0.2	154
11/11/2015	21			3	0.6	143	135		355		0.2	1
11/11/2015	22			3	0.5	103	131		289		0.1	1
11/11/2015	23			3	0.4	88	118		253		0.2	2
12/11/2015	00			3	0.3						0.2	344
12/11/2015	01			3	0.2	26	69		109		0.2	326
12/11/2015	02			3	0.1	18	57		84		0.4	293
12/11/2015	03			3	0.1	29	51		94		1.1	233
12/11/2015	04			3	0.1	14	50		72		0.3	293
12/11/2015	05			3	0.1	4	53		59		0.2	313
12/11/2015	06			3	0.1	7	53		63		0.2	299
12/11/2015	07			3	0.1	35	62		115		0.2	284
12/11/2015	08			3	0.3	83	75		202		0.4	269
12/11/2015	09			3	0.3	77	82		199		0.3	319
12/11/2015	10			3	0.3	69	77		182		0.3	332
12/11/2015	11			3	0.2	40	69		129		0.3	315
12/11/2015	12			3	0.1						0.7	267
12/11/2015	13			3	0.1	3	33		37		0.7	173
12/11/2015	14			3	0.1	2	24		27		0.4	211
12/11/2015	15			3	0.1	5	36		42		0.5	200
12/11/2015	16			3	0.1	3	28		32		1.2	83
12/11/2015	17			3	0.1	3	46		49		0.6	70
12/11/2015	18			3	0.1	4	58		63		0.2	51
12/11/2015	19			3	0.3	25	106		145		0.1	1
12/11/2015	20			3	0.4	42	113		177		0.1	359
12/11/2015	21			3	0.6	138	122		332		0.1	359
12/11/2015	22			3	0.7	185	130		414		0.1	359
12/11/2015	23			3	0.5	137	117		328		0.1	282
13/11/2015	00			3	0.2						0.2	278
13/11/2015	01			3	0.1	2	56		58		0.3	337
13/11/2015	02			3	0.1	2	36		38		0.2	340
13/11/2015	03			3	0.1	2	31		33		0.3	342
13/11/2015	04			3	0.1	2	24		25		0.3	323
13/11/2015	05			3	0.1	2	24		25		0.2	221
13/11/2015	06			3	0.1	3	51		54		0.2	223
13/11/2015	07			3	0.1	27	77		118		0.3	289
13/11/2015	08			3	0.1	58	79		168		0.4	287
13/11/2015	09			3	0.2	60	77		168		0.5	269
13/11/2015	10			3	0.1	45	71		140		0.4	283
13/11/2015	11			3	0.1	18	55		82		0.8	315
13/11/2015	12			3	0.1						0.5	17
13/11/2015	13			3	0.1	7	44		55		0.5	1
13/11/2015	14			3	0.1	5	30		37		2.2	81
13/11/2015	15			3	0.1	3	18		23		2.6	86
13/11/2015	16			3	0.1	3	21		24		1.7	82
13/11/2015	17			3	0.1	2	28		30		0.8	75
13/11/2015	18			3	0.1	2	34		36		0.7	74
13/11/2015	19			3	0.1	2	43		46		0.6	63
13/11/2015	20			3	0.1	9	66		79		0.3	27
13/11/2015	21			3	0.1	11	80		97		0.3	6
13/11/2015	22			3	0.2	15	82		105		0.4	353
13/11/2015	23			3	0.1	3	53		56		0.4	350
14/11/2015	00			3	0.1						0.2	342
14/11/2015	01			3	0.1	4	58		64		0.4	339
14/11/2015	02			3	0.1	2	50		53		0.2	341
14/11/2015	03			3	0.1	2	46		49		0.4	350
14/11/2015	04			3	0.1	2	36		39		0.3	348
14/11/2015	05			3	0.1	3	29		33		0.2	322
14/11/2015	06			3	0.1	3	26		29		0.4	288
14/11/2015	07			3	0.1	4	36		43		0.6	274
14/11/2015	08			3	0.1	11	40		57		0.4	286
14/11/2015	09			3	0.1	35	46		100		1.2	241
14/11/2015	10			3	0.1	28	54		97		0.4	273
14/11/2015	11			3	0.1	15	48		70		0.3	329
14/11/2015	12			3	0.1						0.5	187
14/11/2015	13			3	0.1	3	27		32		0.7	198
14/11/2015	14			3	0.1	2	16		18		0.6	201
14/11/2015	15			3	0.1	2	22		25		0.5	190
14/11/2015	16			3	0.1	3	45		48		0.6	150
14/11/2015	17			3	0.1	2	31		33		0.4	195
14/11/2015	18			3	0.1	2	34		35		0.6	229
14/11/2015	19			3	0.1	2	31		32		0.5	230
14/11/2015	20			3	0.2	10	63		77		0.4	236
14/11/2015	21			3	0.3	22	99		133		0.2	223
14/11/2015	22			3	0.4	60	102		193		0.1	340
14/11/2015	23			3	0.4	89	84		221		0.1	311
15/11/2015	00			3	0.4						0.1	261
15/11/2015	01			3	0.3	50	55		132		0.2	287
15/11/2015	02			3	0.3	27	55		95		0.2	38
15/11/2015	03			3	0.1	9	42		55		0.2	206
15/11/2015	04			3	0.1	4	37		43		0.2	246
15/11/2015	05			3	0.1	2	31		33		0.2	248
15/11/2015	06			3	0.1	2	24		25		0.5	246
15/11/2015	07			3	0.1	6	37		46		1	229
15/11/2015	08			4	0.1	22	42		75		1.8	227
15/11/2015	09			4	0.1	8	30		42		1.4	230
15/11/2015	10			3	0.1	10	31		47		1	226
15/11/2015	11			3	0.1	5	23		31		1.3	221
15/11/2015	12			3	0.1						0.9	219
15/11/2015	13			3	0.1	3	15		18		1.1	200
15/11/2015	14			3	0.1	2	13		16		0.7	198
15/11/2015	15			3	0.1	3	23		28		0.7	181
15/11/2015	16			3	0.1	2	14		17		0.5	169
15/11/2015	17			3	0.1	2	28		29		0.2	190
15/11/2015	18			3	0.1	2	48		49		0.2	188
15/11/2015	19			4	0.3	84	92		220		0.2	195
15/11/2015	20			3	0.5	156	128		367		0.2	336
15/11/2015	21			3	0.3	46	97		168		0.3	347
15/11/2015	22			3	0.4	85	95		226		0.1	340
15/11/2015	23			3	0.3	45	75		144		0.2	299
16/11/2015	00			3	0.1						0.2	347
16/11/2015	01			3	0.1	13	46		66		0.7	234
16/11/2015	02			3	0.1	3	36		40		0.2	249
16/11/2015	03			3	0.1	4	35		41		0.2	229
16/11/2015	04			3	0.1	12	33		50		0.2	233
16/11/2015	05			5	0.1	9	37		51		0.3	237
16/11/2015	06			7	0.1	17	42		67		0.2	212
16/11/2015	07			9	0.1	81	51		176		0.2	216
16/11/2015	08			13	0.3	153	69		304		0.3	259
16/11/2015	09			13	0.3	144	79		300		0.2	288
16/11/2015	10			8	0.1	59	59		149		0.5	275
16/11/2015	11			4	0.1	29	52		97		0.4	15
16/11/2015	12			3	0.1						0.5	38
16/11/2015	13			3	0.1	17	48		73		1.4	87
16/11/2015	14			3	0.1	18	49		76		1.6	88
16/11/2015	15			3	0.1	29	57		100		1.4	88
16/11/2015	16			3	0.1	24	69		106		1	101
16/11/2015	17			3	0.1	20	80		110		0.4	127
16/11/2015	18			3	0.1	16	89		114		0.2	165
16/11/2015	19			4	0.2	97	103		251		0.2	170
16/11/2015	20			7	0.8	269	139		551		0.2	329
16/11/2015	21			5	0.8	206	120		435		0.1	346
16/11/2015	22			3	0.4	101	98		254		0.2	345
16/11/2015	23			3	0.3	98	89		239		0.1	338
17/11/2015	00			3	0.2						0.1	294
17/11/2015	01			3	0.1	29	52		97		0.1	290
17/11/2015	02			3	0.1	21	46		78		0.1	262
17/11/2015	03			3	0.1	36	43		98		0.1	249
17/11/2015	04			3	0.1	32	37		86		0.1	224
17/11/2015	05			4	0.1	13	43		63		0.1	237
17/11/2015	06			7	0.1	51	45		123		0.4	226
17/11/2015	07			9	0.1	85	52		182		0.2	229
17/11/2015	08			12	0.2	114	70		245		0.2	260
17/11/2015	09			11	0.2	121	76		261		0.4	262
17/11/2015	10			8	0.1	70	69		176		0.3	275
17/11/2015	11			3	0.1	31	56		103		0.2	13
17/11/2015	12			3	0.1						0.5	108
17/11/2015	13			4	0.1	95	80		226		1.4	92
17/11/2015	14			3	0.1	62	79		173		1.6	95
17/11/2015	15			3	0.1	25	56		94		1.7	86
17/11/2015	16			3	0.1	5	40		48		1.6	86
17/11/2015	17			3	0.1	4	50		56		1.1	88
17/11/2015	18			3	0.1	7	62		73		0.3	85
17/11/2015	19			3	0.2	51	86		165		0.2	133
17/11/2015	20			3	0.6	216	114		444		0.2	123
17/11/2015	21			3	0.6	193	114		411		0.1	353
17/11/2015	22			3	0.5	180	109		385		0.1	335
17/11/2015	23			3	0.4	120	89		273		0.1	314
18/11/2015	00			3	0.2						0.1	279
18/11/2015	01			3	0.1	17	61		88		0.1	251
18/11/2015	02			3	0.1	39	48		108		0.1	218
18/11/2015	03			3	0.1	34	47		99		0.1	266
18/11/2015	04			4	0.1	15	43		65		0.1	223
18/11/2015	05			6	0.1	9	46		59		0.1	213
18/11/2015	06			8	0.1	31	52		99		0.1	211
18/11/2015	07			13	0.1	109	61		227		0.7	227
18/11/2015	08			13	0.3	137	77		287		0.3	254
18/11/2015	09			11	0.3	115	78		255		0.4	263
18/11/2015	10			6	0.2	77	74		191		0.8	234
18/11/2015	11			4	0.1	38	62		120		1.3	225
18/11/2015	12			3	0.1						0.5	199
18/11/2015	13			3	0.1	28	69		111		0.4	151
18/11/2015	14			3	0.1	25	62		100		1.9	114
18/11/2015	15			3	0.1	9	52		65		0.9	138
18/11/2015	16			3	0.1	4	45		51		0.3	201
18/11/2015	17			3	0.1	2	50		52		0.1	214
18/11/2015	18			3	0.1	5	88		96		0.1	221
18/11/2015	19			3	0.6	170	119		379		0.1	328
18/11/2015	20			3	0.7	218	137		471		0.1	354
18/11/2015	21			3	0.7	213	142		469		0.1	346
18/11/2015	22			3	0.7	256	112		505		0.1	3
18/11/2015	23			3	0.5	172	90		354		0.1	252
19/11/2015	00			3	0.3						0.1	250
19/11/2015	01			3	0.3	57	56		144		0.1	282
19/11/2015	02			3	0.2	29	43		88		0.1	265
19/11/2015	03			3	0.1	33	40		89		0.1	258
19/11/2015	04			3	0.1	47	41		113		0.1	262
19/11/2015	05			3	0.1	55	39		124		0.1	283
19/11/2015	06			5	0.1	63	40		137		0.1	229
19/11/2015	07			8	0.2	98	40		190		0.1	228
19/11/2015	08			11	0.5	202	64		375		0.1	257
19/11/2015	09			8	0.4	157	81		321		0.1	305
19/11/2015	10			4	0.3	120	85		269		0.3	260
19/11/2015	11			3	0.1	80	77		199		0.2	277
19/11/2015	12			3	0.1						0.6	229
19/11/2015	13			3	0.1	18	89		116	40	0.6	220
19/11/2015	14			3	0.1	10	71		86	45	0.8	154
19/11/2015	15			3	0.1	16	72		97	31	2.1	116
19/11/2015	16			3	0.1	2	56		59	47	0.8	151
19/11/2015	17			3	0.1	2	51		52	40	0.8	118
19/11/2015	18			3	0.1	19	84		112	19	0.3	89
19/11/2015	19			3	0.3	39	99		160	13	0.1	24
19/11/2015	20			3	0.3	69	112		218	8	0.1	358
19/11/2015	21			3	0.4	75	100		216	11	0.1	347
19/11/2015	22			3	0.6	144	96		316	12	0.2	93
19/11/2015	23			3	0.6	169	101		361	12	0.1	309
20/11/2015	00			3	0.3					10	0.1	293
20/11/2015	01			3	0.1	37	70		126	8	0.1	269
20/11/2015	02			3	0.1	36	66		121	8	0.1	298
20/11/2015	03			3	0.1	18	54		80	7	0.1	303
20/11/2015	04			3	0.1	15	51		74	6	0.4	241
20/11/2015	05			3	0.1	18	52		79	4	0.5	253
20/11/2015	06			3	0.1	32	52		101	4	0.7	240
20/11/2015	07			4	0.1	59	59		149	4	1	239
20/11/2015	08			6	0.3	124	71		261	6	1.4	234
20/11/2015	09			6	0.4	146	74		298	8	0.9	227
20/11/2015	10			4	0.3	114	72		247	10	1.1	228
20/11/2015	11			3	0.1	30	51		96	18	1	231
20/11/2015	12			3	0.1					29	1.9	227
20/11/2015	13			3	0.1	7	26		37	35	2.4	231
20/11/2015	14			3	0.1	11	39		57	33	1.1	251
20/11/2015	15			3	0.1	8	42		55	34	1.2	252
20/11/2015	16			3	0.1	7	50		61	31	0.9	244
20/11/2015	17			3	0.1	4	52		59	29	1.4	247
20/11/2015	18			3	0.1	5	62		70	23	1.2	234
20/11/2015	19			3	0.1	3	50		55	25	1.2	241
20/11/2015	20			3	0.1	5	60		67	17	0.9	246
20/11/2015	21			3	0.1	3	62		66	16	0.3	216
20/11/2015	22			3	0.1	2	57		59	19	0.2	229
20/11/2015	23			3	0.1	2	43		45	22	1.2	234
21/11/2015	00			3	0.1					28	0.9	246
21/11/2015	01			3	0.1	2	21		22	39	1.4	240
21/11/2015	02			3	0.1	2	12		13	44	1.8	235
21/11/2015	03			3	0.1	2	13		14	43	0.8	220
21/11/2015	04			3	0.1	2	7		8	50	1.9	251
21/11/2015	05			3	0.1	2	7		8	47	1.9	248
21/11/2015	06			3	0.1	2	8		9	46	1.5	217
21/11/2015	07			3	0.1	2	9		10	45	3.2	248
21/11/2015	08			3	0.1	2	14		15	37	3.7	246
21/11/2015	09			3	0.1	2	14		15	36	2.9	249
21/11/2015	10			3	0.1	2	19		20	34	2.2	249
21/11/2015	11			3	0.1	2	28		30	31	1.1	240
21/11/2015	12			3	0.1					40	2	355
21/11/2015	13			3	0.1	2	19		21	60	2.6	50
21/11/2015	14			3	0.1	2	16		18	64	2.9	348
21/11/2015	15			3	0.1	2	13		14	65	2.7	3
21/11/2015	16			3	0.1	2	13		14	64	3	357
21/11/2015	17			3	0.1	2	15		16	63	3	16
21/11/2015	18			3	0.1	2	21		23	60	2	32
21/11/2015	19			3	0.1	2	18		21	65	3.6	334
21/11/2015	20			3	0.1	2	21		24	64	2.7	329
21/11/2015	21			3	0.1	2	24		28	60	2.9	326
21/11/2015	22			3	0.1	2	17		20	62	1.7	300
21/11/2015	23			3	0.1	2	13		16	64	1.8	301
22/11/2015	00			3	0.1					58	1.8	289
22/11/2015	01			3	0.1	2	16		18	58	1.1	285
22/11/2015	02			3	0.1	2	12		13	61	2.1	304
22/11/2015	03			3	0.1	2	11		13	61	1.3	311
22/11/2015	04			3	0.1	2	11		13	60	1.1	305
22/11/2015	05			4	0.1	2	14		16	57	0.7	324
22/11/2015	06			5	0.1	2	15		17	56	0.9	333
22/11/2015	07			5	0.1	3	24		28	49	0.3	274
22/11/2015	08			4	0.1	4	33		40	41	0.6	273
22/11/2015	09			4	0.1	5	28		35	40	1.2	229
22/11/2015	10			3	0.1	6	27		36	45	0.6	247
22/11/2015	11			3	0.1	5	22		30	55	0.9	308
22/11/2015	12			3	0.1					56	1.1	306
22/11/2015	13			3	0.1	3	15		20	62	1	309
22/11/2015	14			3	0.1	3	17		22	62	0.6	307
22/11/2015	15			3	0.1	2	11		12	65	0.7	11
22/11/2015	16			3	0.1	2	13		15	63	1.3	359
22/11/2015	17			3	0.1	3	28		32	50	0.6	36
22/11/2015	18			3	0.1	6	68		77	26	0.2	24
22/11/2015	19			3	0.1	8	86		99	13	0.1	358
22/11/2015	20			4	0.4	78	116		237	4	0.1	283
22/11/2015	21			6	0.4	94	113		257	5	0.2	254
22/11/2015	22			6	0.3	20	86		116	3	0.3	241
22/11/2015	23			7	0.3	4	69		75	11	0.2	299
23/11/2015	00			8	0.3					20	0.2	294
23/11/2015	01			11	0.3	3	33		37	30	0.1	261
23/11/2015	02			13	0.3	2	27		30	32	0.2	282
23/11/2015	03			11	0.1	2	23		26	32	0.5	226
23/11/2015	04			3	0.1	2	39		42	16	1.2	232
23/11/2015	05			3	0.1	3	44		48	13	0.1	224
23/11/2015	06			4	0.1	4	42		47	21	0.4	317
23/11/2015	07			4	0.1	6	51		60	33	0.9	345
23/11/2015	08			4	0.1	19	84		113	17	0.7	32
23/11/2015	09			4	0.1	23	86		121	16	0.3	1
23/11/2015	10			3	0.1	12	48		66	38	0.9	38
23/11/2015	11			3	0.1	7	25		36	53	3.3	45
23/11/2015	12			3	0.1					51	3.9	51
23/11/2015	13			3	0.1	5	23		30	55	4.2	52
