FECHA	HORA	PM2.5	PM1	SO2	CO	NO	NO2	PM10	NOx	O3	Veloc.	Direc.
26/02/2015	20	8	4	3	0.2	25	77	9	116	15	0.3	126
26/02/2015	21	8	5	3	0.3	25	66	10	103	23	1.4	358
26/02/2015	22	6	3	3	0.1	2	17	6	18	51	1.4	351
26/02/2015	23	6	3	3	0.1	2	17	6	19	50	1.1	17
27/02/2015	00	5	2	3	0.1	2	10	10	12	54	2	337
27/02/2015	01	4	2	3	0.1	2	9	22	12	53	2.4	336
27/02/2015	02	5	2	3	0.1	3	7	18	12	56	1.9	325
27/02/2015	03	5	2	3	0.1	4	12	8	19	45	0.4	261
27/02/2015	04	6	3	3	0.1	3	15	10	20	42	0.6	245
27/02/2015	05	6	3	3	0.1	2	20	10	22	39	0.6	255
27/02/2015	06	6	3	3	0.1	3	30	8	33	27	0.5	238
27/02/2015	07	6	3	3	0.1	4	50	8	56	11	0.3	262
27/02/2015	08	7	4	4	0.3	32	61	18	110	10	0.8	310
27/02/2015	09	7	3	4	0.2			37		64	3.3	343
27/02/2015	10	9	4	3	0.1	6	22	38	31	79	4.2	355
27/02/2015	11	5	2	3	0.1	9	20	11	33	82	4.3	334
27/02/2015	12	9	4	3	0.1	9	18	35	33	83	5	326
27/02/2015	13	10	5	3	0.1	10	19	32	34	84	3.9	305
27/02/2015	14	6	3	3	0.1	10	20	14	35	84	4.6	323
27/02/2015	15	12	6	3	0.1	10	20	34	35	84	6.6	328
27/02/2015	16	7	3	3	0.1	10	21	17	35	84	5.4	334
27/02/2015	17	18	8	3	0.1	12	27	60	45	77	4.1	332
27/02/2015	18	7	4	3	0.1	10	29	15	45	76	3.2	339
27/02/2015	19	5	2	3	0.1	6	37	6	47	67	2.4	336
27/02/2015	20	5	2	3	0.1	2	35	6	37	68	2.2	340
27/02/2015	21	5	3	3	0.1	2	29	6	30	67	1.8	337
27/02/2015	22	6	3	4	0.2	2	15	6	16	72	1.7	328
27/02/2015	23	5	2	4	0.3	2	5	6	6	78	2	339
28/02/2015	00	4	2	3	0.3	2	4	5	6	80	2.4	338
28/02/2015	01	4	2	3	0.2	2	4	5	6	78	1.4	350
28/02/2015	02	4	2	3	0.1	2	4	5	6	77	0.6	351
28/02/2015	03	5	3	4	0.1	2	6	6	8	65	1	206
28/02/2015	04	7	4	5	0.1	2	11	8	12	49	0.5	223
28/02/2015	05	7	4	8	0.1	2	13	9	14	43	0.4	199
28/02/2015	06	8	5	11	0.1	2	42	9	43	19	0.3	168
28/02/2015	07	10	7	14	0.1	5	57	12	62	8	0.2	278
28/02/2015	08	10	6	16	0.1	36	68	13	123	7	0.2	69
28/02/2015	09	11	7	16	0.1			17		19	0.6	240
28/02/2015	10	7	4	13	0.1	7	27	13	38	59	0.9	229
28/02/2015	11	7	4	5	0.1	6	22	17	30	65	0.8	170
28/02/2015	12	7	4	3	0.1	12	25	28	44	64	2	154
28/02/2015	13	7	4	3	0.1	20	20	22	51	74	3.9	119
28/02/2015	14	6	4	3	0.1	22	17	10	51	83	3.6	119
28/02/2015	15	6	3	3	0.1	22	19	8	54	81	1.6	154
28/02/2015	16	6	3	3	0.1	21	19	7	51	84	1	158
28/02/2015	17	7	4	3	0.1	22	31	8	65	70	0.9	141
28/02/2015	18	7	4	3	0.1	21	36	8	68	65	0.9	99
28/02/2015	19	8	5	3	0.1	21	51	9	83	50	0.4	47
28/02/2015	20	9	5	3	0.2	16	59	10	83	40	0.3	18
28/02/2015	21	11	7	3	0.4	21	95	12	128	11	0.3	18
28/02/2015	22	15	12	3	0.5	30	104	17	149	4	0.4	299
28/02/2015	23	14	11	3	0.4	15	87	16	111	13	1	235
01/03/2015	00	11	8	3	0.4	6	63	13	72	27	0.8	252
01/03/2015	01	13	9	4	0.3	6	63	14	71	14	0.4	234
01/03/2015	02	12	9	5	0.3	5	50	14	57	14	0.8	225
01/03/2015	03	7	4	7	0.1	4	26	8	32	33	0.2	292
01/03/2015	04	8	5	6	0.1	4	31	8	36	27	0.3	267
01/03/2015	05	7	4	6	0.1	4	28	9	34	28	0.3	249
01/03/2015	06	6	3	6	0.1	4	22	7	28	36	0.2	266
01/03/2015	07	7	4	4	0.1	4	26	10	32	27	2.3	225
01/03/2015	08	7	4	5	0.1	7	30	8	40	25	1.3	247
01/03/2015	09	8	5	5	0.1			9		28	1	246
01/03/2015	10	8	5	3	0.1	11	27	10	45	30	0.9	251
01/03/2015	11	7	4	3	0.1	16	21	10	46	40	0.9	255
01/03/2015	12	6	4	3	0.1	21	18	8	50	48	1.3	245
01/03/2015	13	6	3	3	0.1	21	10	10	42	62	2.5	229
01/03/2015	14	6	4	3	0.1	22	8	8	40	68	2.7	228
01/03/2015	15	7	4	3	0.1	22	9	9	43	69	1.7	230
01/03/2015	16	7	4	3	0.1	23	20	8	55	61	0.9	176
01/03/2015	17	7	4	3	0.1	21	15	13	47	72	1.2	186
01/03/2015	18	6	3	3	0.1	18	14	9	42	69	0.8	198
01/03/2015	19	59	30	3	0.1	88	72	151	207	25	0.3	220
01/03/2015	20	8	5	3	0.1	19	34	11	63	41	0.8	240
01/03/2015	21	8	5	3	0.1	17	26	9	52	42	0.6	239
01/03/2015	22	8	5	3	0.1	18	21	10	48	46	1	256
01/03/2015	23	7	5	3	0.1	17	14	10	41	49	1.3	244
02/03/2015	00	7	4	3	0.1	18	13	12	40	49	1.1	244
02/03/2015	01	7	4	3	0.1	18	13	13	41	45	0.6	151
02/03/2015	02	7	4	3	0.1	19	11	12	39	45	0.6	230
02/03/2015	03	7	4	3	0.1	19	9	14	38	42	1.2	248
02/03/2015	04	8	5	3	0.1	19	8	9	38	39	0.6	238
02/03/2015	05	7	5	3	0.1	19	12	10	41	35	1	248
02/03/2015	06	7	5	3	0.1	18	17	10	45	32	1.2	249
02/03/2015	07	8	5	3	0.1	21	30	10	61	22	1.1	248
02/03/2015	08	8	5	3	0.1	25	33	12	71	20	1.4	244
02/03/2015	09	8	5	3	0.1			12		27	1.9	252
02/03/2015	10	8	5	3	0.1	9	24	13	38	32	1.3	245
02/03/2015	11	8	5	3	0.1	7	21	10	32	38	1.5	245
02/03/2015	12	7	4	3	0.1	8	23	10	35	40	1.2	252
02/03/2015	13	8	5	3	0.1	9	23	12	37	44	1.2	287
02/03/2015	14	7	4	3	0.1	10	21	9	37	46	1.2	249
02/03/2015	15	7	4	3	0.1	9	21	9	35	48	1.4	233
02/03/2015	16	7	4	3	0.1	8	24	9	37	49	1.1	254
02/03/2015	17	6	3	3	0.1	7	27	9	38	48	1.3	252
02/03/2015	18	8	5	3	0.1	8	42	13	55	33	1	229
02/03/2015	19	10	7	3	0.1	14	67	13	89	15	1.1	53
02/03/2015	20	10	7	3	0.1	3	51	13	55	32	1.8	35
02/03/2015	21	10	7	3	0.1	3	46	12	49	36	1.7	39
02/03/2015	22	10	7	3	0.1	3	56	11	60	24	1.4	36
02/03/2015	23	9	6	3	0.1	2	60	10	62	19	0.4	18
03/03/2015	00	9	6	3	0.1	3	62	10	66	13	0.2	339
03/03/2015	01	9	6	4	0.1	4	67	11	74	6	0.1	353
03/03/2015	02	9	6	3	0.1	8	66	11	77	4	0.2	330
03/03/2015	03	10	7	3	0.1	8	60	12	72	4	0.2	346
03/03/2015	04	12	9	3	0.1	11	60	16	76	4	0.1	320
03/03/2015	05	10	7	3	0.1	4	39	22	46	18	2.2	33
03/03/2015	06	10	7	3	0.1	3	20	12	24	37	3.3	44
03/03/2015	07	10	7	3	0.1	3	29	11	33	33	3.7	45
03/03/2015	08	10	6	3	0.2	4	34	11	40	32	3.1	43
03/03/2015	09	10	6	4	0.1			12		41	3.1	48
03/03/2015	10	10	6	3	0.1	7	19	15	30	50	4.3	46
03/03/2015	11	10	6	3	0.1	9	21	13	34	53	4.2	44
03/03/2015	12	9	5	3	0.1	6	17	13	26	60	4.3	55
03/03/2015	13	8	4	3	0.1	7	20	11	31	61	3.8	60
03/03/2015	14	7	4	3	0.1	5	13	10	20	72	4.2	58
03/03/2015	15	7	4	3	0.1	5	9	9	17	76	4.1	83
03/03/2015	16	7	4	3	0.1	6	13	8	21	72	2.5	84
03/03/2015	17	8	4	3	0.1	5	15	9	22	69	1.9	86
03/03/2015	18	26	14	7	0.1			57		41	1.2	76
03/03/2015	19	8	5	3	0.1	4	28	9	35	54	1	54
03/03/2015	20	8	5	4	0.1	2	18	9	20	59	0.7	73
03/03/2015	21	8	5	5	0.1	2	19	9	20	51	0.4	90
03/03/2015	22	10	6	7	0.1	2	53	11	53	15	0.1	180
03/03/2015	23	11	8	4	0.1	2	19	12	20	45	0.2	191
04/03/2015	00	15	11	3	0.1	2	16	16	18	43	0.2	174
04/03/2015	01	20	17	3	0.1	2	20	22	21	38	0.7	233
04/03/2015	02	27	23	3	0.1	2	29	29	31	22	0.3	216
04/03/2015	03	24	21	3	0.1	2	23	27	24	27	0.4	238
04/03/2015	04	26	23	3	0.1	2	13	29	15	30	0.2	186
04/03/2015	05	29	25	3	0.1	2	17	32	18	22	0.5	87
04/03/2015	06	29	25	3	0.1	2	20	32	21	20	0.6	81
04/03/2015	07	30	26	3	0.1	2	32	33	34	13	0.5	51
04/03/2015	08	33	29	4	0.3	10	48	37	64	7	0.4	45
04/03/2015	09	33	29	4	0.2			38		13	0.9	38
04/03/2015	10	39	32	3	0.1	22	44	53	78	24	0.6	129
04/03/2015	11	32	28	3	0.1	31	49	41	97	25	0.6	213
04/03/2015	12	30	26	3	0.1	39	51	38	111	24	1.3	144
04/03/2015	13	13	10	3	0.1	17	27	22	53	58	1.9	122
04/03/2015	14	15	12	3	0.1	17	29	20	54	62	2.5	88
04/03/2015	15	20	11	3	0.1	20	22	64	53	64	3.7	53
04/03/2015	16	12	6	3	0.1	14	15	51	35	73	3.2	7
04/03/2015	17	10	4	3	0.1	13	17	31	36	76	3.3	18
04/03/2015	18	12	5	3	0.1	13	19	42	40	73	4.3	54
04/03/2015	19	10	4	3	0.1	12	18	33	36	76	4.9	35
04/03/2015	20	6	3	3	0.1	9	18	10	31	77	3	317
04/03/2015	21	6	3	3	0.1	4	20	8	26	72	2.4	315
04/03/2015	22	6	3	3	0.1	2	9	14	10	79	3.7	312
04/03/2015	23	5	2	3	0.1	2	4	6	6	80	2.6	310
05/03/2015	00	4	2	3	0.1	2	4	5	6	80	1.7	298
05/03/2015	01	4	2		0.1	2	4	4	6	80	1.2	306
05/03/2015	02	4	2		0.1	2	4	4	6	80	1.1	318
05/03/2015	03	4	2		0.1	2	4	4	6	81	0.9	315
05/03/2015	04	5	2		0.1	2	4	6	6	80	1	329
05/03/2015	05	5	2		0.1	2	4	7	6	76	1.2	330
05/03/2015	06	6	3		0.1	2	5	12	7	68	0.7	302
05/03/2015	07	7	4		0.1	2	26	10	27	48	0.9	315
05/03/2015	08	7	4		0.1	4	55	16	60	35	1.1	310
05/03/2015	09	7	4		0.1			19		50	1.1	309
05/03/2015	10	6	3		0.1	6	22	16	31	66	1.2	302
05/03/2015	11	12	6		0.1	12	22	33	40	67	1.1	279
05/03/2015	12	10	5		0.1	18	26	29	54	73	1	286
05/03/2015	13	6	3		0.1	23	17	9	51	81	1	265
05/03/2015	14	6	3		0.1	24	14	10	51	83	1.3	240
05/03/2015	15	7	3		0.1	27	21	14	63	75	0.9	130
05/03/2015	16	6	3		0.1	27	36	12	77	66	1.6	137
05/03/2015	17	7	4		0.1	26	51	10	91	53	1.1	193
05/03/2015	18	6	3		0.1	24	65	8	101	43	0.3	207
05/03/2015	19	5	3		0.1	19	44	7	74	61	0.6	230
05/03/2015	20	9	5		0.1	17	57	11	83	48	0.3	265
05/03/2015	21	12	7		0.4	53	113	15	195	5	0.1	359
05/03/2015	22	13	8		0.5	66	111	15	212	4	0.2	24
05/03/2015	23	11	7		0.5	38	97	14	155	7	0.2	322
06/03/2015	00	11	7		0.4	28	95	13	138	6	0.2	356
06/03/2015	01	11	8		0.4	35	80	13	134	5	0.1	355
06/03/2015	02	13	9		0.3	44	67	14	135	5	0.2	38
06/03/2015	03	9	6		0.1	6	56	11	65	15	0.4	359
06/03/2015	04	8	5		0.1	3	37	9	41	31	0.3	331
06/03/2015	05	8	5		0.1	3	48	9	53	20	0.2	325
06/03/2015	06	7	4		0.1	4	48	11	54	23	0.4	1
06/03/2015	07	7	4		0.1	9	58	14	71	20	1.2	25
06/03/2015	08	9	5		0.2	32	71	19	120	15	1.1	28
06/03/2015	09	11	6		0.1			22		35	2.7	47
06/03/2015	10	9	6		0.1	8	30	17	42	53	2.7	66
06/03/2015	11	8	5		0.1	10	25	15	40	56	2.7	85
06/03/2015	13	9	5		0.1			14		64	2.9	115
06/03/2015	14	10	5		0.1			19		67	1.7	129
06/03/2015	15	18	9		0.1			55		72	3.4	119
06/03/2015	16	13	7		0.1			34		81	3.3	130
06/03/2015	17	12	7		0.1			24		76	1.8	144
06/03/2015	18	9	5		0.1			11		75	1.1	169
06/03/2015	19	21	10		0.1			54		54	0.3	164
06/03/2015	20	6	3		0.1			7		33	0.2	62
06/03/2015	21	9	6		0.2			10		13	0.2	13
06/03/2015	22	13	9		0.4			14		5	0.2	13
06/03/2015	23	12	8		0.4			14		14	0.1	355
07/03/2015	00	12	8		0.3			13		17	0.2	318
07/03/2015	01	12	8		0.3			13		17	1.1	230
07/03/2015	02	12	8		0.3			14		7	1.2	234
07/03/2015	03	11	7		0.2			12		19	0.7	242
07/03/2015	04	10	7		0.1			11		25	0.2	253
07/03/2015	05	11	7		0.1			13		17	1.3	236
07/03/2015	06	11	8		0.1			12		14	0.7	242
07/03/2015	07	12	8		0.1			14		7	0.5	233
07/03/2015	08	14	10		0.1			17		11	0.8	223
07/03/2015	09	13	9		0.1			19		26	1.6	230
07/03/2015	10	21	13		0.1	2	8	36	10	44	1.3	223
07/03/2015	11	14	10		0.1	2	4	21	6	57	1	146
07/03/2015	12	13	10		0.1	2	4	17	6	45	1.6	101
07/03/2015	13	12	8		0.1	17	45	15	71	39	1.9	109
07/03/2015	14	8	5		0.1	24	50	12	87	59	3.2	112
07/03/2015	15	7	4		0.1	10	40	8	54	64	2	111
07/03/2015	16	7	4		0.1	8	43	8	54	66	1.2	130
07/03/2015	17	7	4		0.1	4	28	8	34	81	1.4	51
07/03/2015	18	9	5		0.1	3	37	10	43	67	1.2	51
07/03/2015	19	9	6		0.1	2	27	11	30	73	2.5	45
07/03/2015	20	10	6		0.2	2	27	11	28	65	2.8	45
07/03/2015	21	10	7		0.3	2	18	11	19	65	2.8	43
07/03/2015	22	13	9		0.4	2	20	14	21	46	1.7	40
07/03/2015	23	12	9		0.4	2	25	14	26	40	1.4	40
08/03/2015	00	13	10		0.4	2	28	15	29	38	0.4	25
08/03/2015	01	14	10		0.1	2	23	15	23	41	0.5	24
08/03/2015	02	13	10		0.1	2	16	15	16	39	0.2	359
08/03/2015	03	14	11		0.1	2	12	16	13	35	0.1	350
08/03/2015	04	15	12		0.1	2	8	17	9	38	0.2	358
08/03/2015	05	16	12		0.1	2	12	17	13	33	0.2	346
08/03/2015	06	17	14		0.1	2	19	19	20	20	0.2	336
08/03/2015	07	19	15		0.1	2	18	21	19	24	0.1	352
08/03/2015	08	18	15		0.2	2	35	20	36	16	0.2	36
08/03/2015	09	19	16		0.2	4	46	22	51	16	0.2	112
08/03/2015	10	17	13		0.1	2	16	22	17	51	0.3	228
08/03/2015	11	11	8		0.1	2	4	19	6	80	0.8	67
08/03/2015	12	10	7		0.1	2	4	22	6	86	1.6	74
08/03/2015	13	10	7		0.1	3	9	13	13	88	2	74
08/03/2015	14	10	6		0.1	3	9	13	12	93	2.7	89
08/03/2015	15	9	5		0.1	2	8	11	11	96	2.6	91
08/03/2015	16	9	6		0.1	3	7	14	11	95	2.1	89
08/03/2015	17	9	6		0.1	3	10	10	14	90	1.5	81
08/03/2015	18	9	6		0.1	3	22	10	26	77	1.1	82
08/03/2015	19	10	7		0.1	2	20	11	21	77	0.6	88
08/03/2015	20	10	7		0.1	2	8	11	9	87	0.2	81
08/03/2015	21	12	8		0.3	2	18	13	19	67	0.2	149
08/03/2015	22	14	11		0.3	2	6	16	8	79	0.7	234
08/03/2015	23	15	11		0.4	2	6	16	8	73	0.2	214
09/03/2015	00	17	14		0.4	2	11	19	12	51	0.1	215
09/03/2015	01	17	14		0.2	2	10	19	11	52	0.8	232
09/03/2015	02	17	14		0.1	2	7	19	8	47	0.4	228
09/03/2015	03	18	15		0.1	2	7	20	7	35	0.1	252
09/03/2015	04	18	14		0.1	2	15	20	16	13	0.1	276
09/03/2015	05	18	14		0.1	2	31	20	32	3	0.1	354
09/03/2015	06	17	13		0.1	6	38	18	45	3	0.2	63
09/03/2015	07	16	12		0.3	28	50	18	93	3	0.1	230
09/03/2015	08	19	15		0.4	120	72	23	256	4	0.7	214
09/03/2015	09	18	14		0.3	36	59	34	114	20	0.5	199
09/03/2015	10	24	21		0.1	2	34	37	35	45	0.8	190
09/03/2015	11	39	35		0.1	2	44	50	45	50	1.1	139
09/03/2015	12	28	25		0.1	3	26	34	29	69	1	141
09/03/2015	13	20	17		0.1			33		76	2.7	106
09/03/2015	14	19	16		0.1	5	33	24	40	81	2.4	116
09/03/2015	15	19	16		0.1	5	35	26	43	79	2.7	119
09/03/2015	16	18	15		0.1	3	30	20	35	85	2.3	119
09/03/2015	17	13	10		0.1	2	31	16	33	85	1.1	132
09/03/2015	18	14	11		0.1	2	58	16	60	59	0.7	115
09/03/2015	19	19	16		0.1	2	32	21	33	79	0.7	52
09/03/2015	20	28	25		0.2	2	38	31	39	67	0.5	29
09/03/2015	21	29	25		0.3	2	43	32	44	53	0.4	19
09/03/2015	22	31	27		0.4	2	42	34	43	43	0.1	10
09/03/2015	23	28	25		0.4	2	35	31	36	48	0.1	336
10/03/2015	00	29	26		0.4	2	55	32	56	23	0.2	337
10/03/2015	01	40	37		0.2	2	31	45	32	35	0.1	8
10/03/2015	02	43	40		0.3	2	28	48	29	11	0.1	209
10/03/2015	03	42	38		0.2	2	22	46	23	9	0.2	224
10/03/2015	04	41	38		0.1	2	23	46	24	11	0.1	230
10/03/2015	05	35	31		0.1	2	8	40	9	33	0.2	275
10/03/2015	06	18	14		0.2	2	33	21	34	20	0.2	263
10/03/2015	07	18	14		0.2	12	62	21	79	6	0.1	298
10/03/2015	08	18	14		0.4	79	83	23	204	7	0.2	359
10/03/2015	09	21	16		0.3	30	74	31	119	12	0.2	29
10/03/2015	10	18	15		0.2	6	41	31	48	40	1.1	56
10/03/2015	11	20	16		0.1	2	28	26	29	47	1.6	76
10/03/2015	12	16	13		0.1	2	22	20	23	74	2.2	92
10/03/2015	13	17	14		0.1			22		71	2.4	95
10/03/2015	14	20	16		0.1	20	53	31	83	52	3.5	116
10/03/2015	15	22	19		0.1	11	49	31	65	57	2.6	110
10/03/2015	16	20	16		0.1	4	39	23	45	77	3.1	115
10/03/2015	17	16	12		0.1	2	38	17	39	87	1.3	111
10/03/2015	18	17	14		0.1	2	22	19	23	94	1.4	56
10/03/2015	19	26	23		0.1	2	32	29	34	80	1.4	41
10/03/2015	20	29	25		0.1	2	34	31	36	67	0.8	39
10/03/2015	21	30	27		0.2	2	34	33	35	58	0.4	22
10/03/2015	22	27	23		0.3	2	20	29	21	59	0.2	351
10/03/2015	23	28	24		0.4	2	31	31	32	38	0.2	238
11/03/2015	00	31	27		0.4	10	76	34	90	6	0.1	228
11/03/2015	01	32	28		0.3	4	76	35	82	3	0.1	228
11/03/2015	02	31	27		0.3	2	49	34	50	4	0.1	331
11/03/2015	03	29	25		0.2	2	58	33	59	3	0.2	26
11/03/2015	04	30	27		0.1	3	42	34	44	7	0.3	8
11/03/2015	05	37	33		0.1	2	20	41	21	19	0.5	35
11/03/2015	06	42	38		0.1	2	10	47	11	33	0.6	26
11/03/2015	07	44	39		0.1	3	42	52	44	15	0.3	359
11/03/2015	08	42	38		0.2	22	69	48	102	7	0.2	144
11/03/2015	09	48	43		0.3	35	78	53	131	10	0.2	192
11/03/2015	10	43	39		0.3	88	89	51	224	8	0.7	128
11/03/2015	11	40	35		0.1	67	89	49	193	12	1.2	109
11/03/2015	12	29	25		0.1	53	86	42	168	24	1.6	109
11/03/2015	13	21	18		0.1			28		32	2.1	114
11/03/2015	14	18	14		0.1	14	57	22	78	58	2.7	112
11/03/2015	15	15	11		0.1	6	35	17	44	80	2.3	115
11/03/2015	16	13	10		0.1	4	35	15	41	82	1.3	120
11/03/2015	17	13	10		0.1	3	47	15	52	67	0.9	104
11/03/2015	18	15	11		0.1	3	70	16	74	48	0.5	89
11/03/2015	19	17	13		0.1	2	34	19	35	79	0.5	64
11/03/2015	20	21	17		0.3	2	74	23	75	36	0.2	17
11/03/2015	21	23	20		0.5	7	119	26	131	5	0.1	4
11/03/2015	22	25	22		0.6	16	120	28	145	3	0.1	334
11/03/2015	23	28	25		0.6	26	106	32	146	3	0.1	236
12/03/2015	00	29	25		0.5	26	83	33	123	3	0.1	233
12/03/2015	01	28	24		0.3	23	68	31	104	3	0.1	183
12/03/2015	02	28	24		0.3	8	63	31	76	3	0.1	228
12/03/2015	03	23	20		0.1	2	38	26	39	8	0.5	224
12/03/2015	04	21	17		0.1	2	17	23	17	24	0.2	235
12/03/2015	05	20	16		0.1	2	27	22	28	18	0.1	250
12/03/2015	06	20	17		0.1	2	13	23	14	6	0.1	237
12/03/2015	07	17	14		0.1	15	69	21	91	4	0.3	238
12/03/2015	08	18	13		0.2	98	97	23	248	5	0.1	246
12/03/2015	09	18	14		0.3	61	97	25	191	11	0.2	260
12/03/2015	10	17	13		0.2	19	77	22	106	24	0.2	285
12/03/2015	11	14	10		0.1	6	54	20	63	44	0.4	217
12/03/2015	12	17	13		0.1	13	62	30	82	51	1.2	143
12/03/2015	13	19	15		0.1			38		60	2.7	106
12/03/2015	14	21	18		0.1	4	35	28	41	80	4.4	116
12/03/2015	15	23	17		0.1	3	36	33	40	98	3.2	107
12/03/2015	16	22	17		0.1	4	39	30	43	105	2.3	80
12/03/2015	17	24	18		0.1	14	43	34	64	101	2.7	58
12/03/2015	18	35	22		0.1	4	42	63	47	67	2.9	52
12/03/2015	19	30	27		0.1	2	43	34	44	67	2	48
12/03/2015	20	26	23		0.1	2	31	29	32	77	2.8	45
12/03/2015	21	25	21		0.1	2	23	27	24	70	2.9	47
12/03/2015	22	23	20		0.1	2	5	25	6	92	3	43
12/03/2015	23	18	15		0.1	2	4	20	6	93	2.6	48
13/03/2015	00	18	15		0.1	2	4	20	6	91	1.9	56
13/03/2015	01	24	21			2	4	26	6	78	1.1	40
13/03/2015	02	25	22			2	4	28	6	74	0.6	48
13/03/2015	03	27	23			2	4	29	6	70	0.3	30
13/03/2015	04	37	33			2	4	41	6	56	0.3	355
13/03/2015	05	39	36			2	4	44	6	60	0.6	9
13/03/2015	06	33	29			2	4	36	6	57	0.4	7
13/03/2015	07	28	25			2	18	32	19	39	0.4	360
13/03/2015	08	26	23			2	30	29	31	40	0.3	14
13/03/2015	09	25	21			2	14	31	16	64	0.7	19
13/03/2015	10	47	26			6	28	103	36	71	1.3	67
13/03/2015	11	33	21			7	32	65	43	79	1.4	100
13/03/2015	12	27	18			13	43	53	62	74	2	109
13/03/2015	13	24	17					45		81	2.8	111
13/03/2015	14	19	14			4	25	39	31	89	3.5	120
13/03/2015	15	22	16			6	21	37	29	103	3.4	116
13/03/2015	16	27	19			7	27	52	36	100	3.4	125
13/03/2015	17	34	22			12	41	65	60	87	2.9	118
13/03/2015	18	28	20			4	26	43	31	91	1.2	133
13/03/2015	19	19	16			2	25	21	26	85	0.3	175
13/03/2015	20	20	17			2	34	22	35	71	0.1	211
13/03/2015	21	22	18			2	30	25	31	63	0.1	201
13/03/2015	22	28	24			2	50	30	51	36	0.1	194
13/03/2015	23	30	26			2	31	33	32	44	0.1	194
14/03/2015	00	36	32			2	67	40	68	11	0.1	7
14/03/2015	01	38	34			2	42	41	43	20	0.2	27
14/03/2015	02	35	31			2	7	39	8	49	0.2	16
14/03/2015	03	34	30			2	8	38	10	41	0.6	30
14/03/2015	04	25	22			2	8	28	9	44	0.9	60
14/03/2015	05	10	7			2	4	11	6	62	1	77
14/03/2015	06	21	17			2	6	25	7	35	0.7	351
14/03/2015	07	11	8			2	4	13	6	46	0.5	5
14/03/2015	08	8	5			2	5	10	7	44	0.4	35
14/03/2015	09	11	6			3	13	26	17	57	0.7	340
14/03/2015	10	7	4			2	4	9	6	61	0.1	206
14/03/2015	11	8	5			2	5	10	7	60	0.7	199
14/03/2015	12	8	4			2	4	13	6	68	1.1	197
14/03/2015	13	8	4			3	17	13	21	69	1.7	161
14/03/2015	14	6	3			5	16	14	24	80	3.7	123
14/03/2015	15	5	3			5	24	7	33	74	2.7	115
14/03/2015	16	5	2			4	19	6	25	81	3.2	115
14/03/2015	17	5	2			4	24	6	30	75	2	123
14/03/2015	18	5	3			3	21	6	25	79	2.3	115
14/03/2015	19	6	3			2	25	6	26	69	0.5	182
14/03/2015	20	7	4			2	18	8	19	67	0.5	228
14/03/2015	21	9	6			2	47	11	48	40	0.9	238
14/03/2015	22	11	8			2	44	13	45	33	0.5	293
14/03/2015	23	7	4			2	7	9	8	60	1.2	334
15/03/2015	00	6	3			2	4	7	6	66	1.6	339
15/03/2015	01	6	3			2	4	7	6	66	1.4	345
15/03/2015	02	6	4			2	4	7	6	64	0.4	338
15/03/2015	03	8	5			2	5	9	6	61	0.2	340
15/03/2015	04	9	6			2	5	10	7	59	0.2	345
15/03/2015	05	11	7			2	10	12	11	48	0.1	347
15/03/2015	06	12	9			2	14	13	15	45	0.1	285
15/03/2015	07	11	8			2	23	12	23	31	0.7	227
15/03/2015	08	11	8			2	22	13	23	35	0.5	247
15/03/2015	09	13	9			2	16	14	17	47	0.6	245
15/03/2015	10	13	10			2	5	15	7	64	1	218
15/03/2015	11	12	9			2	4	15	6	72	0.9	217
15/03/2015	12	12	9			2	12	13	14	73	1.3	141
15/03/2015	13	11	8			3	12	16	16	78	4	123
15/03/2015	14	12	9			3	19	15	24	82	4.9	118
15/03/2015	15	10	7			2	17	12	21	84	3.1	127
15/03/2015	16	10	7			3	19	11	23	84	2.9	122
15/03/2015	17	9	6			3	19	10	23	82	1.6	156
15/03/2015	18	9	5			2	16	10	18	82	2	132
15/03/2015	19	8	5			2	12	9	13	80	1.7	110
15/03/2015	20	9	6			2	8	10	9	79	0.5	182
15/03/2015	21	9	6			2	5	10	7	74	0.2	262
15/03/2015	22	9	6			2	5	10	6	69	0.2	40
15/03/2015	23	9	6			2	4	12	6	76	1.1	293
16/03/2015	00	30	26			2	5	33	7	64	0.9	359
16/03/2015	01	9	6	3		2	4	9	6	72	0.9	352
16/03/2015	02	9	6	5		2	4	10	6	70	0.6	22
16/03/2015	03	12	9	8		2	4	13	6	67	0.4	5
16/03/2015	04	12	9	9		2	4	13	6	62	0.2	289
16/03/2015	05	11	8	11		2	4	12	6	52	0.2	357
16/03/2015	06	12	9	13		2	12	13	13	39	0.1	343
16/03/2015	07	12	9	15		2	51	13	53	15	0.2	0
16/03/2015	08	12	9	16		6	57	14	65	16	0.2	313
16/03/2015	09	12	9	15		5	34	13	40	33	0.8	77
16/03/2015	10	11	8	11		2	6	12	7	53	1.3	67
16/03/2015	11	12	8	5		2	4	15	6	70	1.9	76
16/03/2015	12	15	10	3		7	9	24	18	68	2.6	90
17/03/2015	15	11	8	6	0.1	2	6	14	8	77	4	96
17/03/2015	16	9	5	3	0.1	4	14	12	20	81	3.9	91
17/03/2015	17	8	5	3	0.1	5	16	9	24	83	2.8	91
17/03/2015	18	8	5	3	0.1	5	18	10	25	81	3	85
17/03/2015	19	9	6	3	0.1	5	17	11	24	83	2.7	80
17/03/2015	20	9	6	3	0.1	4	13	10	19	91	2.3	79
